AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,TEY,CO,NOX
30.732,1014.5,47.752,4.9745,31.347,1100.0,535.46,13.494,150.85,6.567,79.459
27.987,1008.8,56.59,5.393,31.234,1100.1,536.92,13.421,150.25,0.94853,57.092
22.561,1010.8,93.037,4.3938,25.327,1089.1,550.11,11.95,132.8,1.6402,59.972
13.276,1013.7,90.586,3.6541,25.17,1087.4,549.97,12.032,134.33,1.2777,59.178
17.798,1013.4,76.104,3.4111,26.056,1082.8,549.97,11.988,134.17,2.9739,57.697
19.079,1016.7,81.107,2.8467,24.954,1088.8,549.93,12.015,134.52,1.0912,63.079
18.981,1014.3,88.942,3.3151,19.699,1057.1,549.96,10.494,110.72,5.4605,58.464
14.366,1011.6,86.321,3.2601,23.404,1074.7,550.09,11.724,129.32,2.2583,51.894
26.419,1009.3,55.174,4.0439,25.344,1090.0,549.7,12.113,132.95,1.0285,70.029
13.801,1021.0,66.239,3.4243,20.021,1061.0,550.1,10.805,114.94,3.1812,77.254
12.068,1012.7,81.658,5.5914,32.082,1100.4,530.99,13.925,159.28,0.74799,66.419
11.89,1015.5,73.266,3.4248,26.753,1085.4,550.09,12.194,138.07,2.7162,60.239
13.739,1014.8,77.475,4.794,32.399,1100.0,530.43,13.859,159.06,0.65297,67.868
12.22,1016.7,92.185,4.1232,21.658,1067.9,547.29,11.267,122.77,3.3002,86.046
6.1406,1015.3,86.856,4.0728,19.429,1055.0,549.46,10.585,111.04,4.4361,118.92
14.807,1019.3,82.988,2.9514,21.098,1060.5,550.05,11.025,117.96,3.6549,52.886
25.34,1011.8,61.09,4.3636,26.253,1094.0,550.11,12.263,134.78,4.3556,76.355
26.673,1006.8,70.211,4.6358,29.625,1100.1,546.31,13.159,146.82,1.4856,49.123
31.252,1012.5,53.301,4.2012,24.155,1073.1,549.95,11.52,121.94,2.216,52.913
17.387,1009.1,100.09,2.8917,24.639,1086.6,549.71,11.96,133.36,1.1299,67.662
19.584,1019.3,91.798,3.1862,25.245,1087.9,550.08,11.966,132.81,0.93892,57.499
14.075,1015.5,82.805,4.9357,32.115,1100.1,531.34,13.876,158.04,0.76388,64.794
12.709,1004.2,91.677,2.9771,24.397,1085.9,549.88,11.838,134.91,1.1021,73.182
13.762,1003.0,73.988,4.6681,23.747,1080.3,550.33,11.603,129.82,1.3809,77.215
16.449,1003.4,88.965,4.6423,22.548,1073.2,550.19,11.248,123.56,2.0689,70.772
9.4265,1017.9,98.94,3.0128,18.964,1016.7,533.44,10.111,103.2,19.703,104.28
12.645,1021.1,59.022,3.3527,25.308,1085.1,550.11,12.096,137.57,3.3591,65.097
6.1984,1016.4,74.638,3.8592,33.671,1100.1,525.72,14.24,166.87,0.80606,64.653
15.101,1017.2,96.941,2.5913,22.574,1075.5,550.06,11.323,125.36,2.5414,57.431
11.396,998.45,99.464,2.654,19.257,1053.7,550.02,10.336,110.39,4.8466,67.433
12.104,993.51,94.413,2.395,20.634,1057.4,547.65,10.693,115.86,5.373,79.124
7.9528,1010.9,83.664,3.3021,23.816,1076.3,549.62,11.63,132.54,2.7098,65.991
16.568,1012.5,91.86,3.5997,19.296,1055.2,550.06,10.354,109.75,4.8384,64.769
21.421,1010.2,79.745,4.3108,24.531,1074.5,544.13,11.752,126.96,2.8521,56.679
11.24,1013.4,86.488,2.7684,18.634,1045.8,549.9,10.363,108.88,7.7395,70.726
14.623,1021.5,46.734,3.4195,30.207,1079.2,550.39,11.821,132.46,3.3118,69.877
14.515,1007.5,88.598,3.1366,23.868,1080.9,550.18,11.699,129.58,2.2531,78.07
23.827,1007.0,98.358,5.1594,30.058,1099.9,546.64,13.132,145.91,1.5034,54.201
3.2907,1019.2,80.625,3.9144,23.621,1084.5,549.83,11.829,133.9,0.92666,85.665
13.798,998.39,96.022,3.7313,25.632,1078.2,549.95,11.909,135.01,0.85135,61.536
16.747,1019.6,66.539,3.5543,31.465,1087.0,550.07,12.248,137.3,3.0324,62.262
14.209,1018.2,73.576,4.1516,24.128,1085.8,550.02,11.866,132.9,2.1207,70.813
7.8253,1022.1,94.828,3.2921,19.029,1046.3,542.56,10.504,111.69,7.5635,98.815
24.824,1012.2,68.14,4.7956,29.589,1099.9,539.72,13.305,148.14,2.1876,70.477
18.494,1010.3,90.65,3.0664,19.964,1059.1,549.94,10.577,112.74,2.241,61.134
17.192,1023.1,84.453,3.032,18.882,1047.7,550.1,10.456,108.19,4.1068,52.765
17.765,1015.6,76.008,4.8461,24.643,1087.5,550.4,11.978,133.69,1.5777,69.283
7.3949,1016.5,58.245,4.1163,33.096,1100.1,527.38,14.107,164.29,0.34013,69.959
13.438,1019.2,81.736,2.6363,18.969,1048.0,550.3,10.429,109.81,5.4348,61.149
13.562,1023.4,63.822,5.432,32.23,1100.1,529.68,13.932,158.93,0.25321,60.38
25.632,1011.2,73.263,4.4194,25.869,1092.8,549.83,12.278,134.36,1.9221,66.569
29.777,1012.1,44.959,4.7124,30.376,1100.0,538.9,13.281,148.96,0.80565,60.125
9.7867,1022.1,84.399,2.6843,19.243,1043.0,541.03,10.465,109.43,10.698,105.18
25.147,1013.7,84.059,3.5785,24.331,1072.2,547.4,11.667,125.61,2.5763,48.133
5.6887,1019.0,86.781,3.456,24.394,1075.0,549.82,11.762,134.0,1.6889,67.097
23.296,1011.2,86.068,4.6588,25.266,1080.8,549.55,12.04,130.64,1.7596,52.291
22.055,1010.9,86.481,4.2851,25.21,1090.0,549.96,12.135,133.92,1.5646,60.965
4.1953,1014.1,90.109,3.9155,19.669,1052.7,546.78,10.496,112.7,5.0362,113.0
9.5961,1020.2,82.564,2.6671,21.682,1063.0,550.03,11.12,121.64,2.6302,69.836
13.627,1014.4,87.848,2.7426,23.293,1066.5,549.83,11.205,123.78,1.7858,63.759
15.753,1020.3,80.719,4.2697,24.575,1088.4,549.78,11.934,134.3,0.78704,61.327
1.3434,1010.0,76.651,3.0042,22.966,1071.9,549.88,11.485,128.91,3.0354,82.797
23.006,1014.8,70.089,3.8429,21.456,1067.1,549.95,11.03,116.51,3.0528,59.404
12.255,1014.9,89.408,4.8049,32.001,1100.1,531.42,13.841,158.98,0.66097,68.377
23.796,1006.7,72.82,5.2776,25.66,1090.5,549.71,12.101,133.66,1.4559,69.749
24.31,1011.2,81.277,3.8541,25.082,1078.0,550.24,11.888,128.12,1.933,47.608
19.946,1004.3,93.739,4.7633,31.053,1100.0,543.0,13.319,151.8,1.1254,57.859
9.6833,1015.2,92.676,3.1016,24.351,1086.5,549.9,11.839,135.04,1.5675,78.351
10.074,1025.2,93.35,3.6806,23.52,1085.0,550.01,11.71,133.64,1.2676,77.477
21.991,1008.2,74.975,2.8473,19.992,1050.4,549.88,10.466,109.99,3.9341,46.528
15.345,1026.9,89.079,3.8207,30.451,1099.6,538.13,13.341,151.28,2.4512,97.57
18.197,1005.3,79.053,4.5651,31.774,1100.1,532.87,13.71,157.94,1.1448,63.489
22.497,1006.4,96.963,4.1336,25.578,1091.0,549.95,12.206,134.01,3.1834,63.946
21.725,1006.6,95.457,4.9472,29.877,1099.9,546.22,13.108,147.46,1.1547,55.295
24.601,1008.1,47.747,3.961,18.785,1050.0,550.07,10.19,103.78,3.9285,58.889
26.427,1010.1,72.72,4.3988,25.961,1092.2,549.83,12.158,133.82,1.5357,58.508
15.029,1010.1,89.264,3.1666,24.489,1086.6,549.88,11.983,133.79,2.5843,74.158
8.1931,1000.7,90.053,2.7162,23.939,1082.9,550.1,11.805,134.25,1.5733,75.42
12.804,1021.3,68.58,3.1667,22.906,1071.6,549.69,11.557,127.47,3.417,61.318
18.8,1017.3,98.818,3.1415,19.185,1045.8,550.23,10.26,106.85,4.3894,48.892
17.67,1011.2,75.168,3.722,25.014,1080.3,549.89,11.99,133.47,2.0523,65.151
12.951,1025.6,83.493,4.0986,24.424,1088.3,550.05,11.985,134.7,1.3118,74.561
23.986,1018.6,76.545,4.2956,25.873,1093.5,550.0,12.271,135.13,0.49235,64.72
15.796,1014.6,92.597,4.4792,24.438,1086.7,550.13,11.906,133.04,2.5104,67.652
11.622,1014.4,86.142,3.5721,25.542,1079.4,549.99,11.986,135.56,1.1244,63.021
34.361,1005.4,40.714,4.2814,29.149,1099.8,548.23,12.994,145.36,1.7771,56.051
26.497,1004.1,73.712,4.1896,28.322,1093.3,542.52,12.824,140.69,0.59854,58.209
25.077,1012.9,41.091,3.8691,25.0,1089.1,550.12,12.097,132.33,1.2628,72.289
24.522,1011.5,59.912,2.943,19.986,1057.6,549.91,10.48,108.58,3.2864,52.224
29.339,1011.0,62.449,4.4361,26.165,1093.0,549.97,12.252,133.78,4.7583,72.315
30.661,1005.6,48.732,4.3867,30.534,1099.9,544.19,13.308,148.02,2.3422,55.564
5.7865,1015.2,82.874,4.1964,23.731,1085.6,550.25,11.995,134.11,2.299,84.733
19.665,1008.4,79.041,3.7577,25.812,1083.3,550.09,11.991,134.74,1.6954,63.791
28.426,1015.1,61.278,4.1076,26.002,1094.5,550.11,12.288,133.82,0.13439,60.416
23.257,1012.2,85.162,3.9286,23.394,1069.7,549.97,11.459,122.39,2.1329,49.604
2.3419,1017.4,81.786,3.9062,23.471,1085.3,550.16,11.846,133.5,1.486,86.622
28.718,1011.3,57.899,4.0249,25.997,1093.7,550.05,12.199,133.77,0.35715,63.821
20.842,1008.8,80.467,4.2418,25.336,1089.3,550.12,12.075,133.74,2.4052,66.197
28.402,1014.7,55.447,4.1636,25.838,1091.6,549.98,12.115,133.12,1.9286,68.455
29.563,1011.9,69.665,5.1557,26.622,1095.5,550.01,12.394,134.17,1.6224,61.734
16.981,999.07,75.669,2.5776,18.956,1051.2,549.98,10.245,107.12,4.8091,64.78
3.4337,1010.9,80.47,3.6075,19.11,1057.5,550.13,10.514,111.71,4.4667,104.73
10.678,1032.3,69.298,5.2459,32.657,1099.5,527.49,14.116,161.32,0.85358,64.213
23.579,1016.4,70.854,3.9774,25.349,1090.3,550.32,12.058,133.33,1.6905,63.924
10.28,1004.6,78.09,2.6439,20.927,1050.7,549.83,10.559,113.69,4.6408,70.861
11.407,1021.0,60.487,3.1981,28.691,1075.8,550.16,11.783,130.84,3.4293,67.739
8.8861,1011.4,90.319,4.2505,23.948,1085.2,549.84,11.853,134.62,1.5356,77.166
25.686,1014.5,74.933,3.2114,20.171,1059.9,549.81,10.777,110.84,2.6504,50.296
19.659,1013.4,89.682,4.9203,30.602,1100.1,535.99,13.547,152.2,1.6835,68.659
22.728,1014.3,43.28,3.4961,30.683,1087.0,549.96,12.301,135.82,1.9553,62.85
20.322,1006.9,59.569,3.7753,25.499,1090.5,550.21,12.161,134.41,1.0914,74.131
27.1,1007.5,51.97,3.2885,20.536,1061.7,550.28,10.774,111.83,1.5992,55.887
27.356,1014.5,53.072,3.4441,19.922,1058.2,549.93,10.544,108.89,3.3463,52.321
5.2298,1020.6,95.027,2.9815,23.914,1085.4,550.06,11.83,133.93,1.5653,79.611
24.574,1007.3,73.852,3.7445,25.366,1089.8,549.67,12.071,132.76,0.83115,61.413
7.815,1022.4,73.101,4.4504,27.33,1100.1,546.95,12.771,149.63,0.86157,84.144
23.328,1015.1,81.948,4.1889,25.073,1089.2,550.34,12.193,132.77,1.534,59.748
9.6714,1013.7,94.026,3.206,23.885,1084.6,549.98,11.813,133.75,2.5459,83.519
28.405,1011.0,54.622,4.5316,25.347,1089.9,549.84,12.029,131.19,0.54587,59.074
22.184,1004.3,76.75,2.9535,19.728,1057.1,550.06,10.52,110.82,2.0079,57.248
13.738,1016.5,81.874,3.401,23.899,1076.2,550.31,11.687,129.79,1.5465,55.338
26.234,1011.0,62.329,3.9033,24.834,1077.0,549.79,11.806,126.83,1.5055,51.663
23.13,1010.1,56.773,3.5959,20.367,1059.5,549.9,10.642,110.8,3.6689,61.205
26.944,1007.2,56.964,4.3093,29.543,1099.8,546.93,13.076,146.94,2.3754,58.608
21.26,1004.4,72.872,4.7263,31.175,1099.9,542.39,13.427,152.69,1.027,59.218
18.651,1004.8,75.054,2.6475,19.504,1054.6,550.02,10.445,108.67,4.6057,59.825
21.495,1012.2,87.971,5.3187,31.223,1099.9,542.01,13.377,149.87,1.0539,55.474
25.321,1009.8,57.668,4.8166,29.18,1099.7,540.29,13.265,146.19,1.2424,67.032
23.925,1012.6,80.508,4.3385,29.858,1100.0,544.61,13.253,148.37,1.2501,52.243
22.307,1013.7,85.65,3.7563,25.21,1090.0,550.32,12.015,133.18,0.49085,62.304
30.479,1010.6,41.5,4.3378,29.65,1099.8,546.17,13.066,147.87,13.639,51.907
20.85,1010.4,42.794,3.7766,27.342,1094.2,550.01,12.541,141.9,1.8662,61.881
15.841,1008.1,83.526,4.3574,31.08,1100.0,539.89,13.509,154.22,1.6324,52.134
23.775,1009.3,86.774,4.3658,25.787,1092.0,550.04,12.181,134.02,1.7917,63.681
16.927,1010.3,67.237,2.5271,18.886,1051.5,549.45,10.373,107.2,6.4715,77.966
31.723,1010.4,54.922,4.4516,29.616,1099.9,546.56,13.092,146.45,1.5034,53.79
25.412,1014.7,60.351,3.6589,26.337,1089.1,550.02,12.405,136.67,1.9209,53.125
22.177,1003.6,74.23,4.327,30.729,1100.0,543.07,13.318,150.69,1.6747,56.624
18.339,1000.4,98.277,3.8614,24.87,1086.8,549.74,11.975,133.67,0.74288,63.489
28.549,1010.0,64.548,4.3157,25.833,1092.6,550.19,12.157,133.45,1.7285,63.356
24.173,1015.3,72.92,4.0286,25.396,1089.7,550.05,12.057,132.77,1.6313,62.66
24.909,1006.0,82.296,4.155,25.782,1090.8,550.09,12.193,134.34,1.0264,62.562
17.13,1019.6,79.462,3.6993,24.974,1081.3,550.21,11.987,133.65,1.6812,62.401
25.949,1017.0,60.391,4.1172,25.765,1092.1,549.89,12.156,133.76,1.6805,70.459
28.876,1008.2,68.65,5.063,31.431,1099.7,542.39,13.369,147.96,1.5513,54.623
27.094,1010.6,67.065,5.1097,30.676,1100.0,544.39,13.195,147.9,1.639,53.608
6.6571,1018.4,95.482,2.8784,23.613,1084.2,550.08,11.817,134.19,1.4852,77.263
13.167,1022.8,88.743,4.613,26.285,1097.8,549.67,12.485,142.62,1.4765,71.528
18.98,1014.1,65.882,5.2822,27.682,1100.1,548.25,12.688,143.35,0.95151,79.359
21.373,1011.2,89.731,3.892,21.184,1065.3,550.0,10.874,115.7,3.8736,57.204
6.5644,1027.4,83.183,4.1949,23.105,1083.4,550.06,11.835,133.86,1.4711,81.998
29.915,1010.3,67.572,4.3326,26.901,1096.8,549.81,12.379,135.7,0.75995,74.039
22.452,1008.2,72.407,4.6262,28.762,1100.1,542.85,13.089,147.12,1.5376,72.227
13.048,1007.9,95.938,3.9353,31.758,1099.9,533.6,13.738,157.38,1.9559,73.522
13.604,1016.9,71.39,2.6428,18.576,1044.9,549.6,10.32,107.46,5.6337,64.662
22.843,1016.0,66.299,5.3098,25.798,1092.6,550.31,12.251,135.34,2.0366,83.613
12.521,1011.2,83.622,3.1634,24.374,1085.3,549.99,11.856,133.62,2.0427,83.597
31.004,1008.3,55.85,4.398,26.632,1093.8,549.29,12.296,134.38,0.87216,62.261
18.364,1010.0,83.141,4.3632,25.459,1090.2,550.06,12.137,134.59,1.3846,69.252
18.594,1016.4,87.686,2.9047,24.795,1088.4,550.07,12.001,133.8,1.3009,62.448
25.546,1007.5,90.516,4.2355,25.384,1089.2,550.29,11.984,132.33,2.6052,59.51
24.817,1006.7,94.69,3.9997,20.378,1059.2,550.08,10.642,109.97,4.3084,46.017
18.297,1011.0,74.401,3.8839,29.788,1100.0,542.13,13.059,149.5,1.3767,76.504
6.2369,1008.4,91.303,3.5624,24.814,1084.8,550.09,11.9,134.92,1.0297,66.219
13.061,1016.6,62.863,3.3834,28.175,1085.0,550.06,12.181,137.58,3.5591,62.783
18.622,1003.3,90.582,3.6353,23.157,1032.7,527.79,11.21,115.12,25.248,86.137
20.549,1012.5,61.93,3.47,32.366,1083.8,549.9,12.035,134.18,0.99748,56.235
19.352,1016.4,81.24,3.7467,20.131,1052.5,550.19,10.622,110.74,4.5672,59.959
23.46,1007.5,74.783,3.7768,24.254,1074.2,549.93,11.584,127.04,2.2197,51.422
28.025,1009.6,67.636,4.1053,25.423,1080.6,550.01,11.901,128.66,1.7885,52.325
27.514,1013.4,50.094,4.0285,25.217,1082.8,549.87,11.995,130.47,1.512,56.634
20.538,1011.1,89.287,3.7603,25.285,1090.5,549.98,12.059,134.73,0.37177,61.488
23.838,1006.3,90.126,3.9541,23.778,1070.4,549.83,11.504,122.88,2.0433,46.946
11.328,1010.7,98.535,3.6555,25.157,1077.1,549.98,11.932,134.01,1.2146,59.144
13.369,1011.1,90.804,3.6444,24.534,1077.4,549.89,11.828,132.47,1.6058,62.571
26.837,1016.0,30.985,3.7118,26.002,1087.5,549.71,12.275,135.3,1.9462,62.128
21.016,1005.9,97.375,5.0152,30.365,1099.8,544.7,13.199,148.71,1.1169,54.23
22.935,1006.2,69.725,4.3173,24.816,1084.3,549.26,11.89,130.19,3.2313,68.327
18.79,1004.8,78.905,2.6455,19.343,1053.6,550.08,10.404,108.13,5.1281,59.699
13.552,1012.2,82.064,3.3118,24.272,1085.3,550.02,11.784,133.04,1.9414,70.191
28.737,1014.8,31.625,3.9154,25.528,1084.6,549.53,12.124,131.3,2.3647,61.951
17.263,1021.2,86.023,4.099,32.017,1100.0,533.61,13.656,154.58,0.96271,71.196
5.6777,1025.3,92.704,4.6708,36.803,1099.8,521.11,14.849,172.54,1.5296,80.54
20.596,1002.5,89.045,4.474,31.519,1100.0,536.0,13.479,152.12,0.87175,58.328
14.903,1017.4,96.313,3.2199,25.324,1089.0,549.96,11.98,135.32,1.0907,61.422
7.9903,1011.3,87.483,5.5407,33.182,1099.8,528.16,14.035,163.26,0.86184,74.246
23.591,1011.8,88.434,4.0441,25.71,1092.0,550.03,12.165,134.19,1.0322,58.84
18.324,1008.3,93.012,5.1913,29.373,1099.7,547.18,12.98,147.71,1.1625,58.179
26.942,1010.8,71.955,4.4529,30.141,1100.0,544.85,13.133,146.99,1.8849,55.936
18.887,1026.0,89.476,4.0982,22.659,1068.3,550.0,11.327,121.81,2.4786,59.182
25.825,1003.7,85.612,4.3588,29.462,1099.8,542.97,13.011,145.9,0.23435,55.318
21.259,1018.6,65.242,4.1377,29.863,1098.7,542.91,13.295,148.64,1.0604,46.424
13.595,1023.9,76.813,5.5286,31.73,1099.7,532.32,13.869,155.27,2.3793,60.38
3.4136,1018.9,79.762,2.9927,22.029,1067.2,549.93,11.252,126.4,4.0646,77.873
0.50201,1017.5,74.177,2.9418,24.244,1072.4,550.1,11.472,131.38,3.1906,84.185
26.603,1011.7,48.899,3.8417,24.887,1080.9,549.78,12.033,129.74,2.3629,57.052
6.5991,1021.4,89.929,4.3296,23.51,1083.2,550.19,11.633,133.39,1.4347,81.342
23.483,1013.7,71.341,3.9335,25.212,1089.0,549.89,12.041,133.32,1.295,67.617
5.4418,1016.7,87.456,4.2013,23.713,1086.3,549.96,11.871,133.78,3.002,89.166
6.1384,1011.2,90.874,5.045,33.149,1100.0,526.29,14.156,165.99,0.74833,68.535
23.034,1005.8,74.489,2.6627,19.917,1055.1,550.35,10.375,108.16,4.5626,68.422
21.504,1013.2,87.249,4.1052,25.493,1089.9,550.22,12.029,133.61,1.6126,64.753
25.074,1015.5,77.473,3.7456,24.24,1077.3,550.01,11.838,127.49,2.7059,48.516
25.399,1011.7,78.284,4.2181,25.163,1079.9,549.63,11.833,128.85,1.8766,53.016
25.451,1017.0,64.373,2.9786,20.017,1051.6,549.81,10.527,109.26,3.4449,47.355
17.035,1020.9,90.331,3.2909,20.135,1060.9,548.75,10.764,114.82,5.2785,73.222
19.332,1012.3,87.919,3.1478,19.219,1047.1,550.39,10.315,107.92,4.0881,48.538
18.004,1008.1,85.235,3.1338,19.824,1058.0,549.88,10.403,111.62,2.9249,62.627
12.745,1014.0,74.673,3.286,23.488,1075.0,550.42,11.664,129.89,2.7558,58.579
25.125,1002.6,68.147,3.8161,25.82,1090.9,549.61,12.251,134.12,0.50573,67.735
22.191,1002.9,72.608,4.3266,19.917,1056.7,550.02,10.484,110.74,2.9357,63.394
22.194,1017.1,58.344,5.5263,30.863,1099.9,539.81,13.525,153.15,1.2163,57.266
15.276,1016.0,70.555,3.7168,25.447,1087.9,550.33,11.925,133.71,0.78404,61.659
15.412,997.93,91.797,2.6177,19.783,1055.6,549.99,10.487,111.18,5.3236,72.235
10.628,1017.4,97.389,2.5241,19.103,1050.3,547.13,10.378,109.7,8.4945,102.13
18.414,1011.4,99.743,3.3409,20.261,1051.8,549.68,10.624,111.35,3.3515,44.769
24.008,1010.6,56.563,4.6147,30.236,1099.8,538.61,13.382,150.71,1.2884,58.929
21.541,1009.5,76.846,3.7411,25.462,1091.0,549.79,12.115,134.27,0.94425,67.326
18.183,1018.0,73.903,4.809,31.2,1100.1,532.18,13.822,156.28,1.1521,61.456
12.66,1020.7,91.458,3.1048,24.322,1085.6,550.11,11.914,133.28,1.0301,64.109
24.714,1016.0,52.327,3.8246,27.205,1093.8,550.16,12.581,140.16,1.8427,56.024
7.7452,1010.6,95.43,2.9973,23.579,1083.2,550.06,11.795,133.73,2.4165,82.739
25.005,1017.1,58.92,3.9299,24.733,1080.5,550.19,11.979,129.83,0.82828,50.745
14.835,1020.7,85.731,3.2291,24.827,1087.7,549.89,11.969,133.85,1.4651,65.087
13.528,1009.6,63.893,4.0697,32.655,1099.8,537.56,13.705,157.16,3.079,64.745
10.116,1021.3,95.289,4.8032,32.622,1100.2,529.29,13.981,161.03,0.54997,65.812
7.5023,1025.4,88.393,3.434,19.353,1041.0,537.92,10.552,111.51,9.0263,107.59
16.549,1019.9,73.503,3.2831,23.992,1077.7,550.33,11.859,130.15,2.1942,51.152
4.7405,1027.6,83.353,2.6529,18.922,1036.3,541.15,10.416,109.79,10.685,94.176
8.9968,1017.8,92.063,4.454,32.45,1099.9,534.07,13.909,160.89,1.8134,50.568
24.703,1016.2,62.032,4.3898,30.646,1100.0,536.92,13.469,151.72,1.2123,55.204
9.9733,1014.0,93.074,3.5859,24.816,1076.0,549.77,11.81,133.34,1.3278,62.293
14.838,1001.8,83.942,3.0785,24.458,1084.4,549.98,11.793,132.9,1.4285,72.341
4.7938,1023.7,87.22,3.9196,23.48,1085.4,550.03,11.882,134.94,1.3261,83.584
14.204,1018.4,66.656,4.0087,33.996,1099.8,536.84,13.762,156.86,1.955,57.147
18.251,1015.2,77.966,2.5364,17.862,1034.3,546.64,9.9836,100.78,9.9847,76.178
15.979,1016.6,83.825,4.0156,24.4,1087.4,550.37,11.87,133.67,1.5795,69.605
5.9799,1010.2,98.086,4.297,23.61,1084.2,549.96,11.798,134.74,1.758,79.632
23.52,1011.8,75.416,4.0075,25.443,1090.9,550.24,12.198,134.54,1.0352,62.925
14.354,1015.2,94.963,3.1804,25.125,1087.6,550.09,11.889,134.54,0.73015,62.907
25.513,1008.5,62.25,4.1506,26.189,1093.6,550.26,12.257,134.97,1.3988,68.615
7.335,1018.1,94.021,3.4512,24.651,1077.4,549.99,11.939,135.19,1.7406,74.517
2.4212,1010.6,76.527,5.582,34.253,1100.3,525.98,14.224,168.1,0.37156,69.399
25.641,1005.7,85.237,3.8242,22.577,1071.8,549.99,11.213,119.18,5.7576,57.464
15.103,1015.6,82.177,3.5433,24.45,1087.2,549.75,12.029,134.19,0.71945,71.164
23.019,1007.6,92.619,3.4405,19.909,1057.0,549.92,10.508,109.92,7.4562,55.64
16.736,1017.4,91.663,2.8432,24.487,1087.2,549.93,12.016,133.41,0.95271,56.486
27.543,1015.9,51.75,3.2697,20.336,1061.2,549.75,10.844,110.84,1.9411,54.067
17.917,1019.3,80.665,3.9625,31.859,1099.9,534.59,13.586,154.07,0.74211,68.352
10.099,1027.0,66.846,3.8463,23.096,1081.8,549.94,11.8,131.21,1.7694,79.381
24.734,1014.3,70.427,4.8617,31.334,1100.1,541.6,13.406,152.27,0.76588,52.396
19.616,1012.5,90.622,3.6486,19.866,1049.2,549.66,10.42,108.75,5.0925,57.251
12.818,1027.6,62.476,4.4625,31.859,1100.0,535.2,13.877,157.69,2.0308,50.574
8.0043,1009.8,56.509,3.8871,22.293,1070.5,546.9,11.336,125.71,3.1997,87.256
20.814,1017.7,86.583,3.428,19.777,1058.1,549.94,10.563,110.73,4.8874,55.801
16.339,1000.7,74.428,4.2581,24.406,1085.5,550.05,11.8,133.3,1.6311,77.533
18.037,1013.1,74.247,3.5116,25.163,1088.8,550.39,12.019,133.3,1.7232,74.746
12.505,1016.5,81.954,2.6944,24.799,1064.6,550.02,11.259,122.6,1.8272,66.704
10.483,1015.3,94.692,4.4398,23.981,1085.4,550.29,11.853,133.67,1.0277,76.277
18.976,1004.4,90.275,3.6487,25.198,1088.4,549.89,12.0,133.78,0.52372,64.013
19.139,1013.9,70.485,4.6587,23.202,1077.4,549.76,11.564,125.39,2.6656,73.08
13.468,1023.9,88.099,4.2039,23.326,1081.8,549.62,11.725,130.15,2.1883,68.247
23.281,1002.3,98.39,4.3032,23.816,1070.6,549.97,11.459,123.1,2.1087,48.704
7.5733,1009.0,71.839,2.9088,23.677,1076.0,550.17,11.76,132.51,3.5993,73.652
17.377,1012.3,69.481,4.2743,25.007,1088.6,549.8,11.976,134.46,1.2362,68.726
21.739,1017.0,93.711,3.23,20.135,1060.3,550.25,10.531,111.55,2.6244,52.225
14.338,1023.4,68.622,4.841,31.398,1100.1,529.98,13.875,158.6,0.88741,66.723
25.261,1012.1,57.623,3.6802,25.398,1090.4,549.99,12.217,133.78,1.0507,63.975
5.7464,1002.6,92.482,2.8014,19.289,1044.0,549.6,10.368,110.13,1.7028,63.612
8.9862,1013.9,85.789,5.8616,32.777,1100.3,529.68,13.948,161.54,0.42165,61.732
15.909,1014.0,97.447,4.1897,32.03,1100.0,534.45,13.58,153.71,1.6681,75.142
28.729,998.73,45.381,5.0923,32.971,1100.0,532.41,13.68,153.19,0.58427,63.116
13.247,1012.0,69.957,2.7529,22.664,1055.0,549.89,10.761,115.63,4.8924,69.562
19.749,1001.3,85.039,2.9815,19.586,1055.0,549.98,10.471,109.37,4.0931,59.621
16.405,1021.3,62.254,4.1609,24.308,1088.2,550.03,11.977,134.65,1.6229,78.279
18.446,1009.6,70.929,2.7255,19.439,1047.7,550.34,10.434,108.92,4.5951,56.282
18.655,1010.7,92.604,4.4797,25.075,1088.1,550.01,11.948,133.45,1.9121,63.784
4.1087,1018.8,79.83,4.3079,23.694,1060.0,536.33,11.655,127.09,4.2605,93.263
23.699,1005.8,96.318,3.9366,25.494,1091.0,550.04,12.09,134.24,0.22681,56.198
12.182,1020.6,97.145,3.7621,24.67,1080.5,549.83,11.99,134.71,1.8592,65.541
23.649,1006.6,83.107,4.2206,30.177,1100.0,545.14,13.183,148.04,1.5744,51.336
25.961,1009.1,81.492,4.6865,30.714,1100.0,544.61,13.241,145.25,1.3114,53.31
26.553,1010.4,47.07,3.6191,25.279,1082.0,550.37,12.024,131.76,2.8978,57.654
4.4969,1014.1,89.775,5.854,32.601,1100.1,530.79,13.853,162.01,0.50907,69.72
28.471,1017.7,53.827,4.2093,25.945,1093.4,549.98,12.231,133.53,1.8578,70.638
15.887,1018.9,82.678,5.5441,31.528,1099.8,532.26,13.715,155.75,0.58773,62.273
17.856,1011.5,76.417,3.7151,24.918,1079.7,549.69,11.941,132.77,1.9811,63.359
20.845,1009.9,83.835,3.2203,20.158,1060.6,549.96,10.69,112.85,2.8891,56.635
18.521,1024.6,67.282,3.0715,19.414,1050.7,550.38,10.504,110.09,4.5209,57.189
13.945,1002.4,94.902,3.756,24.908,1079.0,550.12,11.888,134.19,1.4024,64.723
12.842,1007.5,86.647,4.1779,29.778,1099.1,547.91,13.074,151.56,0.78369,81.574
